15,7,7
15,7,7
15,7,7
15,7,7
15,7,7
15,7,7
12,5,12
12,5,12
12,5,12
12,5,12
12,5,12
12,5,12
12,5,12
12,5,12
12,5,12
12,5,12
12,5,12
12,5,12
12,5,12
11,5,7
11,5,7
11,5,7
11,5,7
11,5,7
11,5,7
11,5,7
11,5,7
11,5,7
11,5,7
11,5,7
11,5,7
11,5,7
11,5,7
11,5,7
11,5,7
11,5,7
11,5,7
11,5,7
11,5,7
11,5,7
11,5,7
11,5,7
11,5,7
11,5,7
11,5,7
11,4,7
11,4,7
11,4,7
11,4,7
11,4,7
11,4,7
11,4,7
11,4,7
11,4,7
11,4,7
11,4,7
11,4,7
11,4,7
11,4,7
11,4,7
11,4,7
11,4,7
11,4,7
11,4,7
11,4,7
11,4,7
11,4,7
17,5,7
17,5,7
17,5,7
17,5,7
17,5,7
17,5,7
17,5,7
17,5,7
